item_id,time_period,category,silhouette,neckline,sleeve_type,hemline,primary_color,secondary_color,pattern,fabric,sustainability_label,price_segment,year,quarter,search_volume,social_mentions,runway_appearances,celebrity_wears,influencer_posts,retail_availability,price_index,units_sold,return_rate,avg_rating,review_count,trend_score,trending_next_quarter
FSH100125,2024-Q3,Tops,Relaxed,Crew,Sleeveless,Floor-Length,Black,Green,Polka Dot,Linen,Conventional,Mid-Range,2024,Q3,1636,9415,6,4,478,0.55,296.04,150,6.8,4.91,5,51.3,0
FSH100126,2022-Q4,Dresses,Flowy,High-Neck,Three-Quarter,Knee-Length,Blue,Orange,Solid,Velvet,Conventional,Mid-Range,2022,Q4,8845,1531,2,2,566,0.95,215.04,336,13.3,4.11,23,39.0,0
FSH100127,2015-Q4,Footwear,Relaxed,Off-Shoulder,Bell,Floor-Length,White,Navy,Striped,Denim,Conventional,Budget,2015,Q4,3254,3790,2,0,138,0.5,292.51,3650,40.0,3.32,9,23.7,0
FSH100128,2022-Q2,Footwear,Relaxed,V-Neck,Cap,Knee-Length,Black,Red,Solid,Knit,Sustainable,Mid-Range,2022,Q2,8984,1611,2,3,215,0.99,255.3,108,11.0,4.26,181,66.5,1
FSH100129,2024-Q1,Tops,Fitted,Square,Cap,Midi,White,Blue,Solid,Satin,Recycled,Premium,2024,Q1,12633,775,1,1,264,0.2,200.25,754,7.8,4.2,18,63.8,1
FSH100130,2020-Q3,Tops,Tailored,Crew,Short,Mini,Green,Green,Solid,Leather,Recycled,Mid-Range,2020,Q3,8332,911,4,2,85,0.89,133.45,19,18.8,3.69,90,61.1,1
FSH100131,2024-Q3,Bottoms,Structured,Off-Shoulder,Bell,Floor-Length,White,Yellow,Solid,Satin,Organic,Budget,2024,Q3,6109,6203,3,1,393,0.23,300.83,176,11.5,3.63,266,56.9,1
FSH100132,2018-Q3,Bottoms,Oversized,High-Neck,Long,Floor-Length,Beige,Red,Solid,Denim,Conventional,Luxury,2018,Q3,10113,8792,3,3,1139,0.58,437.91,342,9.2,3.95,444,59.3,1
FSH100133,2022-Q1,Outerwear,Fitted,High-Neck,Bell,Maxi,Grey,None,Abstract,Polyester,Sustainable,Premium,2022,Q1,33922,776,5,0,111,0.32,112.16,609,3.9,4.03,138,50.7,0
FSH100134,2023-Q4,Dresses,Structured,Off-Shoulder,Long,Floor-Length,White,Multi,Abstract,Cotton,Conventional,Mid-Range,2023,Q4,499,485,3,3,134,0.13,415.44,1318,8.9,5.0,22,41.7,0
FSH100135,2018-Q1,Outerwear,Relaxed,Scoop,Three-Quarter,Floor-Length,Grey,Grey,Plaid,Leather,Conventional,Premium,2018,Q1,1270,115,0,3,38,0.45,242.6,12,7.9,4.02,26,41.7,0
FSH100136,2022-Q4,Dresses,Tailored,Off-Shoulder,Sleeveless,Midi,Brown,Brown,Animal Print,Cotton,Conventional,Mid-Range,2022,Q4,284,313,1,1,80,0.72,389.96,394,7.7,3.55,501,34.0,0
FSH100137,2016-Q3,Bottoms,Tailored,Scoop,Bell,Mini,Grey,Grey,Solid,Velvet,Upcycled,Mid-Range,2016,Q3,23967,75,1,0,58,0.97,175.05,381,19.6,4.2,326,39.2,0
FSH100138,2020-Q2,Footwear,Flowy,Scoop,Short,Cropped,Navy,Multi,Solid,Leather,Conventional,Mid-Range,2020,Q2,2775,10313,6,2,272,0.39,172.64,28,40.0,3.35,69,46.4,0
FSH100139,2021-Q4,Bottoms,Tailored,Off-Shoulder,Three-Quarter,Cropped,Red,Beige,Striped,Knit,Recycled,Mid-Range,2021,Q4,5026,503,2,2,156,0.64,65.73,62,11.2,3.73,3,56.2,1
FSH100140,2015-Q2,Dresses,Fitted,High-Neck,Long,Knee-Length,Blue,Green,Geometric,Polyester,Sustainable,Premium,2015,Q2,9703,117,4,3,2718,0.75,317.44,200,23.1,3.66,66,38.9,0
FSH100141,2016-Q2,Accessories,Relaxed,V-Neck,Bell,Floor-Length,Black,Pink,Plaid,Cotton,Conventional,Premium,2016,Q2,14096,18957,4,2,611,0.61,144.51,5495,15.0,4.36,24,37.6,0
FSH100142,2021-Q4,Accessories,Relaxed,V-Neck,Short,Knee-Length,Blue,Navy,Solid,Denim,Sustainable,Mid-Range,2021,Q4,378,164,3,3,768,0.2,275.52,491,17.5,3.66,65,49.1,0
FSH100143,2021-Q4,Footwear,Fitted,Off-Shoulder,Cap,Knee-Length,Black,White,Solid,Knit,Sustainable,Premium,2021,Q4,2349,3968,5,2,377,0.73,327.32,3216,16.0,3.64,272,65.7,1
FSH100144,2019-Q4,Tops,Tailored,Crew,Sleeveless,Mini,Navy,Red,Solid,Leather,Conventional,Mid-Range,2019,Q4,755,274,7,5,248,0.6,112.27,695,19.2,3.31,17,56.1,1
FSH100145,2022-Q2,Dresses,Fitted,Off-Shoulder,Long,Knee-Length,Grey,Multi,Striped,Linen,Conventional,Budget,2022,Q2,2642,4675,4,0,285,0.76,397.42,341,10.1,4.04,104,38.3,0
FSH100146,2017-Q3,Accessories,Flowy,V-Neck,Long,Maxi,Green,Purple,Striped,Silk,Sustainable,Mid-Range,2017,Q3,365,2036,2,1,65,0.4,184.31,82,0.4,4.04,52,40.7,0
FSH100147,2021-Q4,Bottoms,Flowy,Square,Three-Quarter,Maxi,Green,Green,Striped,Leather,Conventional,Mid-Range,2021,Q4,2075,204,5,3,61,0.83,258.05,924,29.6,4.3,171,39.9,0
FSH100148,2021-Q1,Footwear,Relaxed,Off-Shoulder,Sleeveless,Cropped,White,Multi,Solid,Silk,Sustainable,Premium,2021,Q1,4452,850,3,2,9,0.95,199.55,293,12.5,3.77,165,66.3,1
FSH100149,2024-Q3,Tops,Fitted,Square,Long,Midi,Blue,Yellow,Animal Print,Linen,Conventional,Budget,2024,Q3,4450,3568,1,5,954,0.49,394.72,590,5.0,3.43,1198,41.1,0
FSH100150,2023-Q1,Tops,Fitted,Square,Long,Floor-Length,Black,Brown,Plaid,Cotton,Conventional,Mid-Range,2023,Q1,33815,17292,0,2,168,0.53,263.83,314,16.8,3.19,459,25.5,0
FSH100151,2015-Q1,Accessories,Relaxed,Square,Long,Mini,Yellow,Yellow,Solid,Polyester,Organic,Mid-Range,2015,Q1,899,255,0,4,91,0.9,139.94,265,27.9,4.92,91,43.2,0
FSH100152,2021-Q3,Bottoms,Oversized,High-Neck,Three-Quarter,Midi,Navy,Yellow,Floral,Cotton,Organic,Mid-Range,2021,Q3,311,235,4,4,58,0.77,416.17,466,7.0,4.71,54,72.4,1
FSH100153,2018-Q1,Dresses,Oversized,V-Neck,Long,Knee-Length,Grey,Black,Solid,Wool,Conventional,Premium,2018,Q1,4680,3833,6,2,221,0.81,218.69,114,11.1,2.86,5,56.2,1
FSH100154,2015-Q3,Tops,Structured,V-Neck,Three-Quarter,Mini,Orange,Orange,Plaid,Leather,Conventional,Luxury,2015,Q3,123,864,4,1,1118,0.39,110.84,353,16.1,3.27,73,27.3,0
FSH100155,2024-Q3,Bottoms,Flowy,V-Neck,Cap,Knee-Length,White,Orange,Solid,Velvet,Organic,Premium,2024,Q3,14491,15910,4,1,72,0.56,117.44,2139,3.3,4.37,156,63.6,1
FSH100156,2016-Q2,Dresses,Relaxed,High-Neck,Cap,Midi,Black,White,Solid,Silk,Organic,Luxury,2016,Q2,4694,808,2,2,22,0.22,280.44,882,19.3,3.78,50,26.1,0
FSH100157,2016-Q4,Bottoms,Fitted,V-Neck,Cap,Cropped,Purple,Black,Solid,Polyester,Conventional,Mid-Range,2016,Q4,2014,2921,1,1,72,0.79,322.05,2390,37.4,4.14,138,37.0,0
FSH100158,2021-Q3,Tops,Flowy,Crew,Cap,Maxi,Brown,Beige,Solid,Knit,Sustainable,Budget,2021,Q3,367,4810,1,1,44,0.94,342.13,54,12.7,3.65,171,50.2,0
FSH100159,2017-Q1,Footwear,Relaxed,V-Neck,Short,Maxi,White,Multi,Solid,Polyester,Conventional,Premium,2017,Q1,2104,821,3,0,160,0.62,344.1,544,40.0,2.92,79,30.9,0
FSH100160,2024-Q1,Tops,Relaxed,Off-Shoulder,Short,Maxi,Grey,Brown,Solid,Knit,Conventional,Premium,2024,Q1,202,1087,0,3,263,0.53,463.31,155,26.8,3.15,114,50.7,0
FSH100161,2023-Q1,Accessories,Flowy,Crew,Cap,Mini,Grey,Purple,Plaid,Denim,Sustainable,Mid-Range,2023,Q1,11138,5897,2,4,286,0.5,196.55,6371,11.7,3.98,34,63.5,1
FSH100162,2020-Q4,Dresses,Tailored,Scoop,Bell,Knee-Length,Red,None,Polka Dot,Satin,Upcycled,Mid-Range,2020,Q4,2005,2580,2,1,83,0.6,340.95,1481,15.7,4.56,178,30.3,0
FSH100163,2018-Q3,Bottoms,Tailored,V-Neck,Cap,Maxi,Orange,None,Floral,Cotton,Sustainable,Mid-Range,2018,Q3,6949,9933,3,1,577,0.86,59.95,575,16.7,3.83,43,54.0,1
FSH100164,2022-Q4,Dresses,Fitted,Scoop,Sleeveless,Knee-Length,Green,Blue,Plaid,Velvet,Conventional,Mid-Range,2022,Q4,4537,535,0,1,96,0.65,357.42,193,14.8,2.92,9,15.7,0
FSH100165,2022-Q4,Outerwear,Oversized,Scoop,Long,Maxi,Red,Beige,Solid,Polyester,Conventional,Luxury,2022,Q4,2852,988,6,2,470,0.79,369.99,319,18.0,3.93,80,61.1,1
FSH100166,2020-Q4,Accessories,Fitted,High-Neck,Bell,Midi,Black,Yellow,Animal Print,Knit,Conventional,Mid-Range,2020,Q4,629,920,1,4,133,0.59,263.29,189,3.3,3.06,33,37.4,0
FSH100167,2017-Q4,Footwear,Tailored,Off-Shoulder,Sleeveless,Cropped,Yellow,Grey,Solid,Cotton,Sustainable,Luxury,2017,Q4,592,351,2,2,100,0.8,396.56,352,11.9,4.36,40,52.9,1
FSH100168,2024-Q3,Bottoms,Relaxed,Square,Sleeveless,Knee-Length,Black,None,Floral,Linen,Recycled,Mid-Range,2024,Q3,363,3004,5,0,292,0.33,412.38,914,3.6,4.55,100,59.0,1
FSH100169,2015-Q2,Bottoms,Relaxed,Off-Shoulder,Sleeveless,Mini,Navy,Pink,Animal Print,Linen,Sustainable,Premium,2015,Q2,3097,542,1,1,117,0.33,86.23,121,13.0,3.14,39,22.7,0
FSH100170,2015-Q3,Footwear,Tailored,Scoop,Sleeveless,Maxi,Brown,Orange,Solid,Velvet,Recycled,Budget,2015,Q3,646,1653,2,3,66,0.27,218.41,484,21.8,3.89,38,43.1,0
FSH100171,2024-Q1,Accessories,Tailored,High-Neck,Bell,Midi,Black,Pink,Floral,Knit,Conventional,Premium,2024,Q1,20543,2764,5,0,61,0.41,202.95,163,19.8,3.5,32,32.7,0
FSH100172,2019-Q1,Accessories,Structured,Crew,Sleeveless,Maxi,Pink,Orange,Floral,Denim,Conventional,Luxury,2019,Q1,7616,4645,9,3,58,0.35,173.96,1317,21.4,4.71,1044,50.8,0
FSH100173,2015-Q2,Tops,Fitted,V-Neck,Sleeveless,Cropped,White,Navy,Striped,Satin,Organic,Premium,2015,Q2,19010,342,2,0,3589,0.13,335.5,7625,14.1,3.01,301,24.3,0
FSH100174,2015-Q2,Accessories,Oversized,Square,Cap,Floor-Length,Black,Black,Plaid,Linen,Conventional,Budget,2015,Q2,1390,5624,0,3,2038,0.4,56.46,93,5.5,3.75,1965,45.0,0
FSH100175,2021-Q4,Dresses,Flowy,Crew,Sleeveless,Maxi,Blue,None,Striped,Knit,Conventional,Premium,2021,Q4,3047,1930,3,1,159,0.68,67.48,40,7.2,4.05,32,41.0,0
FSH100176,2020-Q3,Tops,Structured,V-Neck,Bell,Cropped,Green,Blue,Abstract,Polyester,Conventional,Premium,2020,Q3,1288,942,1,1,402,0.55,462.09,839,18.1,3.97,17,25.6,0
FSH100177,2024-Q1,Dresses,Fitted,Scoop,Short,Knee-Length,Brown,None,Tie-Dye,Wool,Conventional,Mid-Range,2024,Q1,1113,10269,2,2,77,0.23,479.52,63,40.0,3.8,65,24.5,0
FSH100178,2022-Q4,Tops,Fitted,High-Neck,Bell,Cropped,Green,Pink,Solid,Knit,Recycled,Premium,2022,Q4,12972,404,2,0,121,0.11,185.82,164,8.7,4.55,1,42.0,0
FSH100179,2023-Q1,Footwear,Flowy,High-Neck,Long,Midi,Red,Red,Solid,Polyester,Sustainable,Premium,2023,Q1,1766,518,2,2,55,0.74,344.01,163,16.6,3.4,23,52.5,1
FSH100180,2015-Q1,Footwear,Oversized,Square,Bell,Floor-Length,Red,Green,Solid,Satin,Recycled,Mid-Range,2015,Q1,6939,1029,5,2,1236,0.42,269.02,1669,8.8,4.19,153,50.1,0
FSH100181,2019-Q3,Footwear,Structured,Square,Bell,Midi,White,Pink,Animal Print,Velvet,Conventional,Budget,2019,Q3,3349,1938,1,8,146,0.37,423.95,402,4.7,3.81,11,60.1,1
FSH100182,2015-Q2,Outerwear,Relaxed,Off-Shoulder,Short,Knee-Length,Black,Blue,Solid,Polyester,Sustainable,Premium,2015,Q2,3375,204,0,3,50,0.33,250.5,5131,20.5,3.02,9,22.3,0
FSH100183,2021-Q2,Bottoms,Oversized,Square,Three-Quarter,Mini,Purple,Red,Solid,Cotton,Conventional,Premium,2021,Q2,3395,3993,1,4,159,0.69,154.57,124,11.5,3.96,136,63.8,1
FSH100184,2022-Q4,Outerwear,Tailored,Off-Shoulder,Short,Midi,Blue,Purple,Solid,Wool,Recycled,Luxury,2022,Q4,7620,2771,3,4,399,0.5,99.38,408,19.4,4.72,92,72.7,1
FSH100185,2016-Q2,Tops,Relaxed,Crew,Three-Quarter,Knee-Length,Black,Brown,Geometric,Denim,Conventional,Mid-Range,2016,Q2,962,3267,2,5,229,0.35,208.59,1124,14.1,4.13,38,39.0,0
FSH100186,2022-Q4,Footwear,Structured,Square,Cap,Floor-Length,Navy,Grey,Geometric,Wool,Conventional,Budget,2022,Q4,1785,29832,2,2,149,0.88,151.45,423,10.5,3.99,57,19.4,0
FSH100187,2015-Q4,Outerwear,Fitted,Off-Shoulder,Three-Quarter,Knee-Length,Purple,Brown,Solid,Leather,Recycled,Mid-Range,2015,Q4,1702,179,3,2,42,0.23,58.37,195,14.3,4.21,104,39.8,0
FSH100188,2017-Q3,Outerwear,Fitted,V-Neck,Sleeveless,Midi,Yellow,Red,Polka Dot,Leather,Recycled,Mid-Range,2017,Q3,3688,1371,4,3,1740,0.71,486.28,809,16.3,3.47,302,41.2,0
FSH100189,2019-Q1,Bottoms,Flowy,High-Neck,Sleeveless,Knee-Length,Grey,Green,Abstract,Silk,Organic,Mid-Range,2019,Q1,3287,4096,1,4,324,0.61,83.28,1111,23.2,3.31,38,52.6,1
FSH100190,2024-Q2,Accessories,Flowy,High-Neck,Sleeveless,Knee-Length,Pink,White,Plaid,Velvet,Recycled,Mid-Range,2024,Q2,1249,20,4,4,159,0.24,362.34,54,14.2,3.69,473,75.6,1
FSH100191,2020-Q4,Tops,Structured,Scoop,Three-Quarter,Maxi,Purple,Red,Solid,Silk,Conventional,Budget,2020,Q4,6973,937,2,4,2335,0.31,180.16,203,11.8,3.68,228,39.9,0
FSH100192,2016-Q1,Tops,Fitted,Scoop,Bell,Knee-Length,Green,Pink,Solid,Knit,Conventional,Premium,2016,Q1,9922,2276,5,2,46,0.98,192.63,5498,31.1,4.39,158,52.4,1
FSH100193,2023-Q2,Footwear,Relaxed,Square,Three-Quarter,Midi,Blue,Beige,Solid,Knit,Organic,Budget,2023,Q2,155427,277,1,4,52,0.63,58.44,262,30.4,3.9,75,60.2,1
FSH100194,2016-Q2,Bottoms,Tailored,Square,Three-Quarter,Midi,Grey,Yellow,Solid,Linen,Conventional,Mid-Range,2016,Q2,1716,5614,3,7,311,0.94,183.93,188,12.0,3.95,196,69.0,1
FSH100195,2020-Q2,Accessories,Relaxed,Crew,Long,Midi,Beige,Multi,Animal Print,Leather,Conventional,Budget,2020,Q2,3463,52,5,1,196,0.17,480.4,89,16.0,3.88,14,37.5,0
FSH100196,2017-Q3,Tops,Flowy,Scoop,Long,Maxi,Grey,Navy,Solid,Denim,Conventional,Mid-Range,2017,Q3,2134,4701,4,6,557,0.66,426.26,1531,9.8,4.67,15,65.3,1
FSH100197,2018-Q4,Tops,Relaxed,V-Neck,Long,Midi,White,Orange,Plaid,Knit,Recycled,Budget,2018,Q4,4252,1535,2,1,262,0.75,248.3,301,32.6,3.93,2,44.4,0
FSH100198,2023-Q1,Accessories,Tailored,Off-Shoulder,Sleeveless,Knee-Length,White,Brown,Animal Print,Silk,Recycled,Mid-Range,2023,Q1,12426,44026,2,1,54,0.62,317.97,1463,9.2,4.36,11,51.1,0
FSH100199,2017-Q1,Bottoms,Tailored,Off-Shoulder,Cap,Cropped,Grey,Orange,Solid,Linen,Sustainable,Budget,2017,Q1,8525,120,5,3,850,0.81,168.4,136,13.9,3.96,80,52.6,1
FSH100200,2016-Q2,Bottoms,Fitted,Crew,Short,Maxi,Pink,Pink,Solid,Polyester,Conventional,Mid-Range,2016,Q2,47442,158,1,2,345,0.12,205.31,514,19.2,3.21,64,27.3,0
FSH100201,2018-Q4,Tops,Flowy,Off-Shoulder,Long,Cropped,Beige,Brown,Floral,Denim,Conventional,Premium,2018,Q4,3245,16575,5,1,1294,0.13,179.27,1267,7.1,5.0,23,49.0,0
FSH100202,2022-Q1,Tops,Fitted,High-Neck,Short,Mini,Pink,Brown,Solid,Denim,Recycled,Premium,2022,Q1,3685,876,3,3,66,0.81,479.99,347,13.1,3.52,231,49.0,0
FSH100203,2015-Q3,Outerwear,Relaxed,Off-Shoulder,Long,Floor-Length,Yellow,Navy,Abstract,Velvet,Conventional,Premium,2015,Q3,392,211,1,4,1237,0.12,317.41,651,39.6,3.75,274,23.7,0
FSH100204,2019-Q4,Dresses,Oversized,Scoop,Three-Quarter,Cropped,Purple,None,Animal Print,Velvet,Conventional,Mid-Range,2019,Q4,10279,3102,4,2,580,0.63,195.89,148,40.0,3.96,1464,45.4,0
FSH100205,2023-Q4,Footwear,Structured,High-Neck,Three-Quarter,Knee-Length,Pink,Grey,Polka Dot,Wool,Recycled,Premium,2023,Q4,2306,8673,0,4,2042,0.88,100.94,646,5.1,3.77,101,66.7,1
FSH100206,2019-Q3,Footwear,Relaxed,Scoop,Sleeveless,Maxi,Pink,Yellow,Abstract,Linen,Conventional,Premium,2019,Q3,1405,2571,2,1,205,0.66,86.91,1596,11.0,4.35,47,29.9,0
FSH100207,2021-Q2,Dresses,Structured,Scoop,Sleeveless,Midi,Green,Orange,Striped,Polyester,Organic,Premium,2021,Q2,2876,6562,4,1,149,0.35,299.09,239,12.7,4.14,9,41.1,0
FSH100208,2015-Q3,Outerwear,Fitted,Crew,Short,Midi,Grey,Purple,Solid,Satin,Conventional,Mid-Range,2015,Q3,20617,57,2,2,1618,0.67,265.17,566,5.0,4.05,2,38.3,0
FSH100209,2019-Q3,Outerwear,Fitted,Crew,Sleeveless,Cropped,Purple,Purple,Floral,Wool,Conventional,Premium,2019,Q3,9947,705,3,0,219,0.64,314.37,573,8.5,3.43,93,22.9,0
FSH100210,2019-Q4,Dresses,Structured,High-Neck,Cap,Cropped,Black,Beige,Solid,Linen,Sustainable,Mid-Range,2019,Q4,5570,13890,6,2,72,0.87,498.37,264,8.3,3.86,4,63.8,1
FSH100211,2022-Q4,Tops,Oversized,Off-Shoulder,Cap,Cropped,Green,Pink,Plaid,Silk,Conventional,Mid-Range,2022,Q4,1699,1319,5,3,128,0.92,78.73,779,23.7,4.19,8,70.4,1
FSH100212,2016-Q3,Tops,Structured,Square,Cap,Knee-Length,White,Grey,Abstract,Denim,Recycled,Mid-Range,2016,Q3,1894,968,5,3,104,0.9,141.93,167,14.4,3.53,2,56.9,1
FSH100213,2023-Q1,Outerwear,Structured,Square,Sleeveless,Midi,Green,Yellow,Plaid,Wool,Conventional,Mid-Range,2023,Q1,15475,308,3,3,130,0.81,297.29,118,6.7,4.23,2,43.8,0
FSH100214,2024-Q4,Outerwear,Tailored,V-Neck,Long,Floor-Length,White,Navy,Polka Dot,Silk,Conventional,Budget,2024,Q4,1212,32738,4,6,323,0.98,413.24,198,13.3,3.65,5,69.5,1
FSH100215,2024-Q3,Bottoms,Oversized,Off-Shoulder,Short,Mini,Grey,Black,Tie-Dye,Wool,Conventional,Mid-Range,2024,Q3,1910,639,5,3,58,0.8,144.15,2182,13.1,3.74,931,57.9,1
FSH100216,2019-Q2,Footwear,Fitted,High-Neck,Bell,Knee-Length,Blue,Grey,Plaid,Velvet,Conventional,Mid-Range,2019,Q2,1356,4446,4,1,224,0.3,497.82,320,13.5,3.84,190,45.7,0
FSH100217,2024-Q4,Footwear,Structured,V-Neck,Short,Floor-Length,Purple,Yellow,Plaid,Linen,Conventional,Mid-Range,2024,Q4,32791,1020,5,1,55,0.6,168.65,201,23.0,3.93,2,37.1,0
FSH100218,2015-Q1,Outerwear,Structured,Scoop,Short,Midi,Orange,Orange,Solid,Cotton,Upcycled,Mid-Range,2015,Q1,1946,100,3,2,127,0.26,180.72,32,13.0,4.34,92,41.5,0
FSH100219,2017-Q3,Footwear,Oversized,Scoop,Bell,Midi,Orange,Navy,Solid,Velvet,Sustainable,Mid-Range,2017,Q3,1597,1131,4,4,141,0.53,268.03,173,21.3,3.98,8,56.9,1
FSH100220,2021-Q4,Tops,Structured,V-Neck,Long,Midi,Black,Yellow,Abstract,Leather,Conventional,Mid-Range,2021,Q4,4299,482,2,3,18,0.47,154.31,549,23.3,4.82,529,37.6,0
FSH100221,2021-Q1,Accessories,Relaxed,Scoop,Sleeveless,Midi,Beige,Navy,Plaid,Satin,Organic,Budget,2021,Q1,4664,1542,6,1,13,0.3,224.54,359,8.5,4.29,11,45.8,0
FSH100222,2020-Q3,Outerwear,Fitted,Off-Shoulder,Long,Maxi,Red,Yellow,Polka Dot,Velvet,Organic,Budget,2020,Q3,417,2119,4,0,32,0.68,434.43,497,4.8,3.56,833,61.3,1
FSH100223,2022-Q3,Footwear,Structured,Crew,Three-Quarter,Midi,Grey,Black,Solid,Leather,Sustainable,Luxury,2022,Q3,1006,697,3,3,862,0.24,299.77,1564,13.2,3.15,151,45.7,0
FSH100224,2022-Q2,Bottoms,Relaxed,Square,Long,Cropped,Black,Red,Plaid,Leather,Organic,Mid-Range,2022,Q2,25524,478,4,0,1452,0.47,267.97,943,25.1,4.91,85,48.6,0
FSH100225,2023-Q3,Tops,Oversized,Off-Shoulder,Bell,Midi,Orange,Multi,Solid,Knit,Sustainable,Mid-Range,2023,Q3,130,3043,1,3,141,0.8,281.46,26,25.7,3.87,48,52.5,1
FSH100226,2016-Q3,Bottoms,Oversized,Scoop,Sleeveless,Floor-Length,Beige,Brown,Solid,Cotton,Recycled,Mid-Range,2016,Q3,808,39386,2,0,66,0.82,96.96,42,10.7,3.63,81,44.4,0
FSH100227,2018-Q4,Tops,Oversized,Crew,Bell,Mini,Green,Beige,Floral,Denim,Conventional,Premium,2018,Q4,3566,342,5,1,728,0.9,53.4,175,15.7,3.93,62,53.9,1
FSH100228,2021-Q2,Outerwear,Structured,Off-Shoulder,Bell,Maxi,Multi,White,Solid,Satin,Organic,Premium,2021,Q2,5232,858,1,3,66,0.89,386.68,137,40.0,2.87,67,47.7,0
FSH100229,2015-Q2,Bottoms,Fitted,Square,Long,Mini,Purple,Red,Abstract,Leather,Conventional,Premium,2015,Q2,1836,398,4,4,55,0.67,226.15,4531,5.3,4.22,12,49.8,0
FSH100230,2015-Q1,Footwear,Tailored,Scoop,Sleeveless,Mini,Beige,Multi,Solid,Wool,Organic,Premium,2015,Q1,7052,497,4,1,143,0.97,235.77,767,24.5,4.54,530,38.2,0
FSH100231,2017-Q4,Outerwear,Structured,Off-Shoulder,Long,Mini,Red,Navy,Polka Dot,Cotton,Conventional,Premium,2017,Q4,1489,1850,5,5,398,0.13,453.69,254,7.3,3.65,211,42.1,0
FSH100232,2016-Q1,Outerwear,Oversized,Scoop,Long,Knee-Length,Brown,Beige,Striped,Knit,Sustainable,Premium,2016,Q1,9617,5540,4,1,135,0.18,59.11,105,14.6,4.04,132,31.7,0
FSH100233,2024-Q1,Tops,Relaxed,High-Neck,Short,Midi,Brown,Yellow,Solid,Denim,Conventional,Mid-Range,2024,Q1,1070,591,5,1,197,0.53,336.57,330,25.2,3.33,8,36.5,0
FSH100234,2022-Q4,Accessories,Fitted,V-Neck,Short,Floor-Length,Blue,Green,Striped,Linen,Conventional,Mid-Range,2022,Q4,3978,2696,1,5,1406,0.76,113.15,91,36.4,3.4,8,41.7,0
FSH100235,2017-Q1,Footwear,Structured,Scoop,Short,Midi,Black,None,Geometric,Polyester,Organic,Premium,2017,Q1,1154,18952,3,2,917,0.54,260.69,155,4.0,4.38,121,59.5,1
FSH100236,2023-Q3,Footwear,Relaxed,Square,Sleeveless,Mini,White,Beige,Animal Print,Wool,Recycled,Mid-Range,2023,Q3,2273,1190,4,4,15,0.51,282.13,1104,18.4,3.64,7,72.8,1
FSH100237,2019-Q3,Tops,Relaxed,Off-Shoulder,Cap,Midi,White,Orange,Solid,Cotton,Sustainable,Budget,2019,Q3,15196,3030,4,4,241,0.48,142.89,562,36.9,3.26,43,60.2,1
FSH100238,2018-Q4,Bottoms,Relaxed,Square,Cap,Knee-Length,Navy,Beige,Solid,Leather,Conventional,Luxury,2018,Q4,6945,3941,1,1,45,0.44,363.42,214,28.2,3.91,40,26.2,0
FSH100239,2015-Q3,Dresses,Structured,Scoop,Cap,Midi,Black,Orange,Solid,Polyester,Conventional,Premium,2015,Q3,3847,1347,1,0,77,0.98,175.73,3717,28.3,3.21,210,29.5,0
FSH100240,2019-Q4,Bottoms,Structured,Scoop,Cap,Midi,Grey,Purple,Plaid,Denim,Organic,Premium,2019,Q4,16567,177,3,3,118,0.8,164.71,156,11.2,3.97,21,42.4,0
FSH100241,2020-Q4,Dresses,Structured,Square,Sleeveless,Mini,Navy,Black,Solid,Leather,Sustainable,Luxury,2020,Q4,157,2915,2,4,54,0.43,256.77,1689,15.1,3.95,60,54.5,1
FSH100242,2023-Q1,Bottoms,Flowy,Off-Shoulder,Short,Maxi,Brown,Black,Plaid,Linen,Recycled,Mid-Range,2023,Q1,4250,1080,2,0,1131,0.42,452.26,214,9.1,4.2,81,54.3,1
FSH100243,2020-Q4,Outerwear,Relaxed,Off-Shoulder,Short,Maxi,Orange,Pink,Solid,Leather,Conventional,Mid-Range,2020,Q4,6048,878,5,5,339,0.62,70.22,705,10.5,4.72,508,54.7,1
FSH100244,2017-Q3,Tops,Structured,Crew,Short,Midi,Navy,Navy,Animal Print,Knit,Conventional,Mid-Range,2017,Q3,21990,238,1,1,123,0.9,497.95,266,21.0,3.67,54,36.6,0
FSH100245,2016-Q4,Bottoms,Fitted,Square,Sleeveless,Mini,Red,Orange,Floral,Velvet,Upcycled,Mid-Range,2016,Q4,2611,9965,1,1,629,0.65,146.42,111,14.8,3.9,2,17.7,0
FSH100246,2023-Q4,Footwear,Oversized,Square,Long,Maxi,Black,Navy,Abstract,Knit,Organic,Premium,2023,Q4,189,2147,2,5,95,0.42,137.67,662,10.9,4.32,98,75.7,1
FSH100247,2024-Q2,Dresses,Structured,Scoop,Three-Quarter,Floor-Length,Navy,Orange,Floral,Satin,Conventional,Budget,2024,Q2,1740,2421,5,4,149,0.26,264.4,153,36.4,4.2,14,41.8,0
FSH100248,2024-Q4,Footwear,Relaxed,High-Neck,Bell,Maxi,Pink,Pink,Solid,Satin,Upcycled,Mid-Range,2024,Q4,8597,12681,1,3,967,0.79,373.2,909,25.4,4.15,203,38.4,0
FSH100249,2019-Q4,Dresses,Relaxed,V-Neck,Sleeveless,Cropped,White,Beige,Plaid,Leather,Conventional,Mid-Range,2019,Q4,1899,295,2,2,220,0.38,414.22,261,22.4,3.81,175,40.3,0
